,VALOR_FATURA
13347,24.24
19311,586.42
10599,55.22
852,24.24
37871,103.39
4316,42.46
24202,143.38
39405,1618.19
29197,86.62
21150,163.23
7561,5027.68
31692,1155.56
9438,2653.85
49334,349.83
62726,41.16
30745,53.48
58890,36.49
65005,16532.03
60326,2933.86
51659,18473.0
10198,888.0
9315,2336.0
40108,426.51
8704,15339.87
10620,2572.24
10408,11661.44
62419,172.22
17888,2514.99
19316,84.53
5919,255.4
26581,28.15
5580,101.45
46947,27.71
24810,741.04
1704,139.25
6147,6250.21
59321,1263.75
51869,558.73
24138,1676.7
35839,7871.96
49382,8676.42
29241,69.52
46789,136293.96
19031,5168.24
7078,886.57
60578,6723.41
44623,608.88
51084,63.34
8324,43.06
13100,3958.4
33884,4572.17
40873,252.2
29165,45.46
11729,3562.5
51883,49.37
18613,55.2
14310,28.0
41763,38926.54
20302,31.76
45063,391.78
50676,27.94
23047,100.02
42070,128.1
23665,536.11
62660,3563.36
55720,120.42
35531,673.35
32432,591.4
7380,666.82
10787,2293.17
61147,8371.12
26799,843.24
42439,75.23
19733,48.73
20714,150.13
37127,114.79
56867,7809.1
442,24.24
58521,5722.23
12050,3116.56
43525,572.96
21437,42.18
58468,1509.32
31575,65.98
62637,112.54
45114,65.84
30828,308.4
62610,13844.26
61281,48.84
13421,42.18
47874,49.49
34913,27.49
36009,54.66
51937,547.02
19184,4603.87
16029,27.98
57838,107.99
51096,2582.28
24447,506.18
6896,626.91
48774,1156.86
10890,242.15
20818,2694.26
4419,4245.82
49259,32.12
41143,1176.35
4010,3596.23
5848,4653.62
65160,1610.0
57799,36.49
15889,1459.37
48881,695.87
21359,28.0
54552,770.69
43126,892.67
48265,40.75
41437,26.76
24522,31.61
64350,49.09
49190,4896.42
33053,2369.8
10990,24.24
52016,27.82
20263,28.0
34633,31.41
15111,42.18
59453,9252.48
63062,28.19
63505,40.88
7641,321.67
44109,1769.64
38910,47.71
5293,2494.39
40642,20087.45
37779,222.83
38465,4440.28
2279,27.98
30191,3767.42
16471,13547.38
3602,43.04
20734,68.51
20211,94.45
10215,1028.64
23062,106.09
44122,89.29
1411,1470.09
8366,470.31
30723,136.47
3705,31.76
2818,338.21
20987,65.57
44412,35.86
18097,94.32
50105,48.46
53512,5600.87
26442,52.44
58786,198.55
39761,2258.51
47054,36.74
42053,223.11
51000,32.11
1378,14037.99
14331,24.24
32191,1506.46
58049,36.4
57203,36.49
7547,35.52
57671,85.73
12469,827.72
27768,11493.2
51928,3988.73
58762,1319.54
56638,32.32
34327,48.29
14093,288.46
20918,136.88
23005,263.5
65298,3672.4
18043,136.97
36257,30.83
26031,63.9
30822,353.93
40734,43.25
27562,3440.56
46222,32.11
39819,554.33
64242,55.72
9588,228.96
37829,111.92
31449,844.48
4622,68.71
57030,3643.73
28569,8572.53
10525,9035.68
8607,24.24
6812,24.24
38385,20654.44
42521,128.45
26843,333.56
48602,218.07
32995,48.8
10037,887.66
5209,17.94
37437,119.88
12861,2572.83
37722,67.96
32043,26.7
35569,31.41
28906,934.24
40571,30.82
44305,6483.57
11278,2019.27
12384,3848.18
35650,99.6
7364,24.24
47758,520.84
54003,48.66
65417,32.2
9473,1912.15
55132,9301.95
16648,299.84
64439,4594.67
59323,1690.94
21828,1771.17
16525,215.6
40281,600.16
33519,30.83
49186,2559.53
28654,9444.41
42954,103.34
11846,86.43
26289,2605.08
10125,1329.39
6222,522.16
56240,48.41
53406,263.21
28835,20.76
10273,27.98
60621,99.35
18188,104.82
23133,29701.42
62371,71.02
46881,31.95
53555,5308.69
48652,131.25
24161,5513.43
49737,32.12
50990,27.82
24615,31.74
46696,132.64
32035,9146.22
54752,82.01
4268,78.76
7472,1048.64
61222,2126.8
49175,1339.74
7115,255.31
9813,42.18
13074,31.76
17372,887.88
25210,32.39
53401,1228.31
1373,27.98
6741,138.91
36689,75.82
34092,34.94
60774,349.86
51056,75.04
23456,505.94
426,2737.65
24109,49.98
30527,910.72
24274,117.07
48869,32.12
14127,31.76
52392,11586.66
10808,429.81
1355,255.42
42657,2048.2
59990,78.26
56464,5951.11
53044,90.19
56446,32.93
36572,354.82
47175,92.57
26108,2164.06
20698,35.46
13309,24.24
4767,6582.25
14509,2234.77
8444,24.26
4342,1008.37
51529,1202.44
42012,536.07
27118,7644.12
30825,161.0
36956,26.69
33230,59.74
11590,42.2
56251,4419.09
20266,86.09
49424,7149.04
48279,187.44
43118,9846.93
30886,12291.19
480,6584.64
30195,5923.79
25004,56.18
34533,970.66
62819,7378.76
57564,90.62
8808,671.81
59233,130.97
37163,60.82
53603,518.81
10213,24.54
3366,21241.71
26997,269.05
8457,43.26
59261,70.95
27564,819.79
42534,39.1
30716,498.63
34248,2381.09
13462,1872.29
10248,428.82
41627,1706.75
7376,150.09
54272,62.98
12558,2434.34
7476,255.74
52816,158.85
51899,48.44
32991,888.75
12195,61.77
39952,75.8
47283,32.12
46775,6036.99
56956,97.68
35543,6143.13
57035,28.07
1434,5070.69
41790,30.83
38429,371.91
34277,4628.25
48114,3326.77
60874,1367.3
21718,767.29
25459,28.04
19989,4012.74
1010,24.24
17270,139.32
37615,5637.64
39902,53.63
48241,78.33
36655,173.49
8843,114.1
52994,36.41
26573,4803.88
51719,27.82
24835,4076.94
29854,1607.02
36727,26.69
24614,3033.71
14322,247.66
13890,124.16
50018,4311.85
4993,42.94
26593,79.04
63613,265.06
25112,56.35
61882,82.41
10233,24.24
29443,62.83
12859,113.81
39983,306.24
5941,4485.26
26855,7590.34
63009,63.56
15428,6008.92
20113,789.1
555,1409.74
26249,224.96
22715,584.39
5614,607.41
18657,907.92
61847,27.82
41991,1817.64
38031,762.75
57410,36.49
49548,1270.71
27004,933.94
58918,244.49
50151,49.33
37798,16185.16
4687,1809.47
21411,35.52
58369,1273.14
43714,30.83
43427,1905.61
47448,63.38
61196,27.82
16418,6961.77
11674,1349.78
19595,404.46
51151,1224.47
53052,202.21
34373,2398.16
38825,2945.01
17958,7008.26
58863,578.81
30208,22711.45
17847,272.09
6900,59.86
59866,134.43
26828,5454.26
60380,2409.9
48056,15560.35
55831,32.15
18683,799.02
55441,7889.69
34860,21.17
20517,31.76
21530,1630.41
31361,30.86
37253,2523.49
17412,136.92
59900,446.05
24265,48.82
47963,354.3
34456,151.41
5996,24.24
47662,32.12
29396,28.04
29776,3233.97
3952,29336.09
35134,122.26
59053,31098.29
15570,55.24
54199,464.54
33578,26.69
12671,288.41
12073,27.98
5666,24.26
54149,1205.97
39085,53.64
26941,3694.82
38340,510.9
24403,249.74
6729,4692.59
56724,464.78
48988,17221.53
46037,187.19
11102,10827.42
55963,1042.62
50845,1018.39
32593,53.64
41756,19.76
36910,383.9
31746,6885.74
46979,2275.13
19686,24.24
47705,49.29
9812,1187.68
6228,299.32
9725,48.71
14215,113.89
17241,520.06
17302,42.18
37054,144.81
53439,40.74
23526,1863.03
7739,2395.14
51297,2677.13
21346,1449.78
56506,64.26
23895,28.12
62480,53.85
10291,27.98
59048,483.81
24088,736.3
57798,11112.6
21877,94.09
13803,48.71
58685,27.82
38280,6702.01
20709,3896.2
22783,1623.61
58517,332.35
29660,32.57
46848,40.52
15440,2071.99
677,436.94
29126,234.43
60312,6560.12
58210,49.29
62027,167.68
40739,111.52
29012,3766.08
28314,280.23
46392,3782.58
42739,245.54
12446,1290.6
58365,49.29
18772,24.28
29380,48.84
1282,24.24
12417,24.24
58719,2128.21
42286,26.69
55829,224.59
13595,60.34
14004,24.24
25193,173.3
6299,2371.8
50802,811.04
49922,200.84
36900,5170.12
28193,56.35
3942,43.02
43835,3780.89
65121,657.75
62445,46.11
18918,586.73
17605,271.9
15943,1048.77
37471,34.97
2131,24.24
41519,46.61
45779,444.85
36473,3718.4
1296,537.13
49785,55.97
38065,372.26
18996,94.66
37266,498.54
57520,32.23
34038,4782.27
34316,10478.9
29283,120.55
28598,3117.08
58322,248.63
38330,7329.82
20643,15103.69
8435,24.47
12798,75.06
44358,606.94
11603,1529.43
13156,520.24
26283,5265.34
2297,2537.52
53804,70.9
53438,27.86
60753,78.81
35786,237.01
41640,75.14
44803,429.26
38864,2405.03
30557,889.11
18538,771.1
50291,32.16
8460,48.71
40612,91.05
62538,3215.43
61925,32.2
8230,24.45
33074,30.83
30021,166.86
47017,23269.4
27195,143.15
25619,82.32
520,1589.58
52657,695.96
42799,4312.06
2223,24.24
740,1171.74
16930,136.83
50691,27.82
970,1571.05
56619,533.58
30188,5923.34
23352,2328.54
14645,1169.12
10918,2775.01
30823,114.69
35601,5401.6
31394,3678.6
35186,709.22
26567,56.35
41186,46.46
19271,272.17
4329,24.24
9392,288.41
64827,32.29
32809,1441.56
11127,139.25
40512,47.38
7083,4341.61
22844,5008.97
36044,48.1
56620,10544.04
12154,124.14
62548,157.38
59859,413.37
837,28.0
4011,437.23
10870,55.26
47736,4219.33
14762,35.59
59593,27.82
63042,78.72
65251,269.15
43507,2259.04
7872,4580.57
1757,9511.23
40669,1975.66
36983,1805.07
51393,8064.77
38690,26.69
60410,5450.15
20536,48.69
23731,2207.82
36060,572.84
52559,45.0
18630,114.11
14329,289.83
47844,55.87
27689,188.79
38584,353.68
62385,9810.51
16792,3437.61
25327,857.44
20174,25.97
28425,3860.36
8049,1854.59
26483,49.8
62198,292.64
65048,85.83
4820,2816.26
42309,165.21
45810,58.53
29371,660.65
21360,163.19
8507,27.98
8893,78.76
21291,136.85
38036,53.64
59829,6323.81
30468,1375.35
18406,68.22
22716,135.58
21373,4622.14
41156,53.64
31347,4806.52
38478,4779.46
18125,116.68
50925,539.25
36656,390.93
59482,905.61
31121,49.56
26173,1677.06
29436,206.7
2671,42.18
37234,46.46
6688,24.24
44690,7082.24
6363,42.18
34054,165.2
41180,60.79
17010,43.16
38133,9062.91
57176,1089.36
11936,24.24
49201,1110.56
9534,24.24
50909,11525.65
27685,97.91
43505,8049.94
42188,1132.25
26772,2744.68
34939,184.35
44552,155.1
1025,2799.01
21438,42.18
1867,607.23
61805,32.2
63259,32.11
17925,17.94
62113,32.11
59238,27.82
47145,784.06
37591,223.12
833,251.63
18518,928.19
9967,28.0
22023,35.56
23040,918.23
4517,2511.96
49581,27.92
31845,67.97
15888,988.41
59088,36.4
60638,9411.41
21210,6937.0
52512,55.9
28165,32.37
54551,1892.96
47321,56.34
24995,1336.34
56451,10694.06
3875,24.24
61408,1916.24
47344,119.36
32781,60.82
48423,45.09
24096,120.56
15060,1208.92
26110,62.8
54392,4041.43
8355,42.18
17557,71.22
2686,17.94
48635,292.86
30873,39.09
22416,51.12
41443,35.01
30056,3860.31
58499,1066.39
18542,470.99
3886,222.52
59049,68.6
54414,187.61
42545,8161.85
12778,271.83
40807,756.42
3,24.24
31376,30.83
22866,252.15
11071,176.3
58518,56.03
50985,156.81
58388,1297.14
56454,14810.34
24425,49.69
11580,1212.43
17308,24.24
41171,3297.01
64625,2966.77
36059,591.13
19068,354.65
933,137.07
54208,1249.88
46531,13751.41
52216,202.23
7260,93.68
658,24.24
56269,27.9
10797,24.24
55838,1141.29
3405,24.24
54129,32.15
15909,5921.33
29553,63.9
4224,79.92
20927,2416.58
16983,6840.87
58747,62.42
47540,142.18
13232,31.78
59283,28.25
33859,53.64
43769,322.48
51810,48.42
26424,563.26
65329,389.86
3547,1269.02
60983,36.4
30924,5067.65
7943,1253.02
22284,276.26
53928,28.23
9604,28.0
15459,437.81
50813,32.12
15847,906.59
7960,93.98
43989,32.09
47066,36.52
33309,30.83
59582,9827.85
11073,947.24
55205,40.77
39052,523.95
44718,1862.15
13692,11178.12
37486,609.26
28006,390.88
33896,627.56
63543,157.73
14838,48.69
17844,17.94
45541,1169.78
40693,30.83
13196,2603.1
7235,39.2
62106,27.82
56517,27.82
11664,17.97
5686,137.15
41968,499.8
44983,1176.41
5940,707.31
7191,42.32
39329,30.83
24643,2259.61
12555,867.95
3809,1188.61
25053,56.33
17333,3013.11
25822,131.86
12148,176.4
62747,447.21
582,321.67
38196,75.2
24613,1916.04
58963,36.53
61412,2933.37
38186,30.82
31203,32.4
44066,39.99
53477,27.86
62597,9252.73
26401,2140.56
64750,1483.94
17771,24.24
3587,4430.25
32118,30.83
31508,60.82
18450,24.24
22736,412.86
30250,10179.6
20437,536.98
57080,3352.59
7819,42.18
13848,28.0
2276,24.24
54904,51.36
26408,54.62
11462,9223.93
31151,36.71
58630,40.91
61591,32.2
18166,104.14
34088,43.25
65446,521.72
14654,1128.76
54185,40.81
2105,5530.02
2171,203.94
8859,17.61
55596,130847.92
2367,44.93
10269,35.46
39289,26.69
15865,176.53
64356,32.2
18302,24.24
25798,622.82
55220,575.04
2941,748.61
45073,34.95
40926,75.51
42092,446.92
8811,687.06
64578,4715.08
17733,39.28
52322,4383.41
37656,6547.95
16220,452.94
19154,27.98
51264,1047.62
9486,1210.65
62753,4931.44
63823,40.7
8926,3776.87
39080,39.09
41749,86.7
32663,46.49
1810,24.24
18402,1448.0
49994,349.66
28512,1212.89
16636,902.62
50704,232.18
7713,42.32
14547,2115.58
38801,12680.47
22473,1931.14
14702,24.24
35973,36.14
18331,17.94
53730,3742.25
43217,3188.24
1905,2293.44
6351,5399.7
48080,105.79
5161,24.24
5072,2712.16
59095,32.15
29972,63.88
53579,142.15
31864,136.75
6067,17.94
46768,368.14
51176,27.82
34353,656.19
26733,49.84
8701,108.73
27009,45.45
8735,11437.13
54903,131.05
14383,24.39
11118,104.19
60,84.53
61543,280.28
33885,1507.8
40354,97.89
51098,6789.87
36668,2118.21
13675,61.77
36264,20.37
55107,78.26
9322,84.65
4013,3378.88
64903,264.91
22669,19.69
34980,6321.79
49391,810.66
14515,28.02
29843,4013.06
6121,55.22
57582,16411.85
6364,163.21
60228,36.58
21508,3396.85
5542,17.94
49054,3414.69
62649,18296.43
19304,305.81
28205,4250.8
30190,97.96
40453,30.84
6354,1228.35
46918,651.27
61405,3212.48
58862,3225.46
16897,3938.27
24035,71.47
6323,2451.88
35788,6994.81
2067,570.69
12966,11755.51
62720,27.9
54794,32.15
62991,159.78
50972,1799.82
21614,39.28
52081,81.48
17775,24.24
30662,2591.31
21963,309.09
24262,443.85
57937,41.13
57331,750.69
5123,74.77
19689,9720.59
58287,291.01
14687,4035.1
16683,104.19
21339,3377.12
27844,818.01
46948,66.29
44141,639.65
14740,65.38
43359,30.84
4974,59.77
12176,48.65
52395,130.75
18290,55.2
41764,61.32
10821,242.79
35180,1197.27
15752,747.81
47228,2426.32
34524,396.55
16410,27.98
63542,6057.99
57978,49.29
7305,973.3
54661,7673.33
48584,40.75
60990,40.82
48917,4059.04
26475,120.51
62431,1115.78
62544,10440.35
44155,5772.56
31948,60.8
6992,215.96
47158,2837.99
47299,32.12
44009,14194.55
26917,3045.79
5900,446.22
49726,107.71
2665,1233.26
28309,41.1
37454,65.97
41393,43.52
51413,29.39
50412,32.11
60000,598.65
7806,8379.74
64319,32.39
51479,32.12
13859,1008.64
54222,117.01
32592,500.54
64123,925.86
5039,55.32
49668,232.45
9219,71.17
39875,30.83
30162,32.39
64272,68.78
53063,142.38
44979,60.96
60425,1018.39
50089,7092.98
30722,266.61
52673,40.7
62372,253.12
36823,60.79
60461,153.28
9063,536.59
11715,176.4
10382,4196.35
32917,4442.63
42582,225.28
11136,271.91
2908,24.24
42781,11512.02
36297,5873.06
58055,3279.98
41846,66.34
51243,27.82
10730,947.86
12649,728.21
50905,1523.66
61682,1418.09
53217,2815.32
54718,27.82
54861,3027.11
27200,122.18
58564,598.11
43647,47.11
7647,2172.96
6223,24.24
54517,635.11
59427,27.82
59967,2452.21
29523,563.64
5258,3025.36
13834,1872.69
4323,6086.03
64962,55.98
32139,30.83
40492,26.69
50466,28.12
5943,150.05
40544,572.83
47342,23150.85
4249,305.05
3988,24.9
28802,75.85
54646,63.38
30572,39.25
21605,86.28
45139,1090.67
12036,3988.69
22537,164.07
24160,1770.11
41902,78.36
33838,26.7
20880,93.74
2316,84.71
57833,1542.17
62286,3843.1
47737,71.39
17569,28.0
45375,26.88
57603,1020.27
52847,539.81
39728,6495.08
27543,506.35
65350,40.97
39113,34.97
43712,39.11
26815,4183.66
30751,60.82
44258,62.95
62852,5966.56
59518,187.64
29515,63.9
52524,62.17
13043,1284.11
39828,182.26
55912,62.42
62483,40.97
58111,3724.5
42498,4831.27
61670,2462.05
40154,143.15
26044,886.88
29105,314.04
48208,45.26
6504,31.74
13544,24.24
50009,63.38
34336,46.86
9774,2835.02
37704,223.06
24618,48.81
33869,517.89
24368,87.74
43428,6233.07
60173,1691.45
46009,1064.65
1049,647.24
9587,55.86
26069,11518.69
26353,505.38
60965,1182.04
23440,53.05
37074,46.6
51001,36.4
6495,13970.24
13219,49.68
48719,36.56
65419,55.98
42448,712.2
18109,28.54
11683,48.71
39038,562.03
49599,99.1
51645,277.66
40945,39.12
32582,12656.29
51003,27.82
51355,27.82
8214,24.24
55947,858.89
48766,1133.39
61345,48.41
35319,31.32
56917,6489.39
3596,15659.8
8982,1430.0
14250,5732.08
36897,372.38
46916,1428.7
27784,5762.55
47539,2073.87
29588,6987.48
53812,834.85
23455,41.07
43151,11816.05
1647,123.89
61525,32.2
13707,24.24
22117,2693.51
11203,24.24
53080,8528.47
37791,2371.94
42942,93.18
22565,56.35
886,71.75
34703,2012.84
15835,625.84
15585,42.94
18840,305.31
46588,3368.99
45819,10340.66
32464,1083.81
61088,2128.82
40723,39.09
36600,354.35
38310,7925.98
37105,43.21
43672,3119.5
14831,24.24
25382,57.42
50969,1431.6
26107,9990.91
50270,49.37
54427,9218.23
57908,1089.4
1691,888.34
26952,280.07
17855,101.47
19666,71.54
7762,163.17
3373,272.29
35119,136.99
15151,2254.57
29432,9362.33
45426,52579.75
22286,1455.58
51156,2652.82
25080,64.68
59556,4811.94
10806,24.24
33819,30.83
18678,503.76
24828,277.68
60439,5984.73
44789,34.97
14390,568.69
40801,75.82
49366,972.29
52919,63.38
51662,63.38
42951,4183.32
53837,19569.48
8000,3219.16
13089,271.46
6694,1871.95
14289,24.26
62704,28.75
11383,470.6
16128,2660.25
36692,103.88
48163,2123.83
58505,616.98
19467,18265.85
63285,109.63
32607,194.05
38727,103.32
12576,4955.95
60907,248.08
52438,4844.65
48449,55.88
999,910.32
64802,3145.2
62328,62.77
22677,152.88
18068,2594.23
45116,103.28
10035,4551.17
37210,30.83
34985,4058.98
370,39.22
64013,6521.31
36589,1220.58
38175,60.79
6443,6844.19
14002,24.24
41010,30.83
8954,927.51
50876,27.82
15403,242.02
49622,1386.98
38760,172.12
22333,52.66
39663,59.8
14277,28.0
10391,137.13
19880,929.13
1883,24.34
5233,42.18
49534,13858.64
52497,36.41
8853,1458.47
24155,2761.74
65300,180.92
45642,1180.23
11552,1813.28
12917,24.24
36411,224.98
49039,4870.6
16020,1288.96
18836,86.23
27183,32.39
24150,158.52
11153,84.57
9027,727.2
12083,11822.79
23022,11438.86
4572,2532.12
42676,2923.41
455,1084.77
46751,31.91
37823,26.72
15026,666.96
19446,4342.21
24648,188.24
34103,30.83
42455,4627.26
3470,809.15
27150,7285.05
51431,78.26
10109,1745.88
38670,353.89
36862,30.83
41154,19.76
6321,4220.01
887,28.0
47999,187.3
46169,2378.54
21872,42.34
8593,746.16
18088,1470.57
59736,5315.72
37900,610.83
33497,500.22
31946,99.17
32950,281.06
44371,3544.91
32908,34.95
10910,114.1
42425,75.13
47607,27.83
39679,30.88
21884,3257.24
27971,20.76
31228,28.05
4259,28.0
695,189.2
12774,420.97
59266,119.33
10162,24.24
64072,82.12
26333,6573.57
2382,149.81
31015,32.38
20945,61.86
59766,200.01
7558,2332.23
30104,4940.55
43390,4988.2
5723,470.56
48608,2611.59
64882,4922.62
26685,2703.84
5617,24.24
10717,104.17
22309,34.29
58931,387.56
3225,2696.17
65148,1283.92
36919,6028.49
57928,4532.47
6805,136.9
49833,2768.75
16972,1309.14
26631,32.48
36506,46.46
38852,34.95
22037,2837.07
38104,7379.28
19831,124.53
29650,5676.35
19155,27.98
47670,55.88
38057,223.1
46748,167.24
20145,61.77
27524,142.96
60938,1000.16
39332,53.49
11352,150.11
45378,769.55
20840,3036.18
6931,24.24
27598,11074.09
53235,1087.37
19965,13898.77
908,4126.94
63040,172.33
32581,252.09
51797,56.97
26959,1078.74
5232,74.82
60783,4181.46
62004,45.36
37236,30.83
38406,7092.2
47537,1715.69
6356,404.33
49559,463.72
29044,3999.06
44008,7294.33
49685,157.01
11808,42.2
6662,9513.6
12365,646.94
13687,65.56
7581,1834.7
54640,636.36
55500,948.47
14432,2130.1
31213,56.19
49734,29.73
5465,4505.49
20114,48.57
40319,371.78
59734,45.12
57375,49.29
24176,2349.38
26230,48.82
22440,17027.39
28901,3906.57
52416,72.12
16001,4367.91
9365,42.22
49600,116.34
3386,48.65
46134,597.1
45058,2791.06
63242,82.69
27373,630.77
40611,235.92
18863,104.12
31610,1264.76
11133,827.54
62294,5320.73
22036,7835.01
21024,43.21
14210,2032.68
63864,32.2
4904,2376.79
34268,27.2
43643,2405.18
18519,42.18
41736,67.99
47738,150.98
38415,26.69
46861,44.74
31210,41.21
51553,1477.64
41283,125.45
30875,1475.08
57988,20.59
26492,352.6
50796,48.7
17418,826.78
24372,920.23
13630,749.8
27274,291.37
15374,520.23
61286,278.59
59150,32.32
1871,24.24
6124,733.73
63509,13255.79
55278,8867.05
18343,28.1
50517,1808.39
18272,31.76
5724,1048.69
44003,955.46
15479,1353.19
40664,2016.72
14501,821.26
13677,42.18
21578,374.06
11309,321.53
14598,1310.41
29505,32.39
26245,3788.7
41229,892.28
50564,810.59
36051,499.93
5259,683.85
42247,5923.32
47350,63.35
37034,26.7
49587,695.31
34842,9514.02
59159,27.82
52095,50.0
40314,26.69
55408,4245.05
39217,224.45
11883,553.21
56300,32.2
18892,370.66
30944,30.84
18215,24.24
13385,24.24
1176,606.84
60770,1664.94
59483,203.19
61702,73.92
45889,141.96
4532,1590.8
52900,55.88
15480,1630.33
47681,36.43
58780,55.72
23126,25.7
59113,1851.11
25407,32.39
2028,24.24
2568,827.51
39575,8392.87
35640,136.89
28156,32.37
30380,1119.84
58812,615.18
62764,4695.18
38305,26.72
38964,2302.76
37213,30.83
31332,11946.31
12210,194.58
39809,6470.5
58313,172.63
65006,1207.99
22025,35.48
26540,1513.36
15404,948.33
11374,541.55
58973,331.63
16088,6818.26
64223,223.46
3534,5258.13
64938,562.23
35299,186.15
18327,827.55
20253,124.15
45471,1076.94
1233,51.96
56257,56.06
20619,68.33
36495,53.69
31588,53.75
1389,42.96
30679,1330.68
53537,904.98
14,1005.92
12438,43.1
36964,43.23
59081,32.11
29384,119.01
49814,211.37
56122,3533.65
42410,126.69
16321,31.8
55688,32.11
31273,39.07
10874,24.24
211,2735.1
22718,6682.36
38236,500.0
21663,229.15
18468,113.95
54262,2495.98
54915,32.15
36319,4625.35
21978,37.81
37128,30.83
22801,2577.18
57250,28192.63
42979,1620.63
9487,54.26
41675,7794.38
36188,30.83
42490,26.69
22655,623.71
24689,1677.04
54328,1135.95
35899,1312.12
40861,20574.9
8857,1411.33
58667,9100.76
63336,8593.16
903,42.22
7123,176.37
39701,7099.36
63548,27.9
14592,1170.46
45703,63.58
41772,944.7
32234,46.47
4534,1169.3
47667,27.82
13906,1090.73
17350,5521.85
27722,6923.54
50547,8143.93
61308,49.0
9698,163.24
54394,107.54
29604,1792.79
56576,1247.71
40751,8185.46
43179,26.7
22548,25.83
43545,360.06
191,223.18
5696,17.94
53384,55.92
43660,2226.24
58114,83.39
45743,32.29
56222,5995.83
56038,40.78
31937,3341.41
60628,9459.85
32771,355.51
27284,3140.42
13562,5639.41
25558,28.06
35328,27.2
53071,7409.77
34769,271.7
59723,924.21
12048,687.03
