ANO_VENCIMENTO,MES_VENCIMENTO,TRIMESTRE,VALOR_FATURA_lag1,VALOR_FATURA_lag2
2022,11,4,3179.2,3660.87
2024,12,4,27.9,32.15
2022,6,2,5677.01,8234.16
2022,7,3,338.91,827.5
2022,5,2,318.15,260.97
2022,10,4,6537.6,6465.99
2024,4,2,2174.02,2052.82
2024,10,4,949.34,350.48
2023,12,4,9066.61,7847.64
2022,9,3,569.98,1348.64
2022,12,4,74.73,61.71
2022,6,2,3154.21,1890.49
2023,4,2,158.4,159.79
2023,9,3,747.65,314.37
2024,2,1,165.21,222.95
2023,1,1,510.39,1583.25
2023,5,2,9144.01,7425.58
2023,4,2,430.41,464.58
2022,8,3,28.0,28.0
2023,11,4,26.7,27.28
2024,3,1,17829.3,17881.55
2022,6,2,6878.98,6878.98
2024,4,2,55.87,82.53
2022,4,2,65.56,65.57
2024,6,2,32.2,32.12
2022,7,3,1511.99,1249.43
2024,12,4,3084.7,3787.57
2024,3,1,47.53,47.3
2023,1,1,467.38,139.65
2023,7,3,32.41,36.74
2022,5,2,39.3,39.2
2023,11,4,26.86,79.75
2024,5,2,55.9,55.9
2024,3,1,47.44,46.62
2023,1,1,27.98,24.24
2024,12,4,40.97,40.82
2023,7,3,45.42,41.07
2023,8,3,1286.83,1212.84
2023,2,1,48.57,28.29
2023,6,2,17610.17,18897.18
2024,6,2,277.35,312.11
2024,9,3,48.46,48.41
2023,9,3,822.57,933.15
2023,6,2,258.11,301.71
2022,12,4,24.24,24.24
2022,5,2,43.33,474.97
2024,9,3,279.93,279.83
2024,5,2,211.72,28.42
2024,5,2,40.75,62.17
2023,10,4,35.63,34.97
2024,3,1,967.02,831.46
2024,7,3,86.02,108.19
2024,3,1,307.02,483.61
2024,1,1,54.66,54.66
2023,5,2,280.01,505.73
2022,10,4,39.36,24.26
2023,8,3,28.05,32.39
2023,8,3,75.25,97.87
2022,6,2,55.25,61.73
2022,4,2,404.87,1328.38
2022,12,4,7222.25,7575.96
2024,4,2,19459.05,19036.96
2023,5,2,4208.66,4165.2
2024,2,1,78.44,43.48
2023,5,2,20.76,20.36
2023,12,4,999.6,1198.44
2024,1,1,2989.47,4803.93
2023,12,4,9638.84,7797.35
2024,10,4,53.34,1848.58
2023,3,1,111.55,42.35
2023,12,4,30.83,26.7
2023,10,4,48.24,43.25
2022,8,3,27.98,24.24
2023,12,4,1949.49,1995.01
2024,9,3,520.44,468.86
2024,3,1,834.74,2872.78
2022,11,4,505.37,505.24
2024,5,2,78.33,85.81
2024,6,2,7087.55,4287.57
2024,9,3,836.05,743.93
2023,12,4,463.16,426.68
2024,12,4,75.87,81.91
2022,9,3,242.11,114.2
2023,10,4,27.2,26.7
2023,1,1,2354.23,3617.84
2024,3,1,19.76,19.76
2022,8,3,8000.1,8893.45
2022,10,4,24.24,27.98
2023,5,2,1685.44,1299.13
2023,1,1,4956.31,5167.93
2023,12,4,1309.02,1463.81
2023,10,4,905.75,977.37
2024,2,1,329.59,161.32
2023,12,4,27.09,27.13
2023,1,1,1670.8,2713.39
2022,12,4,2306.82,2848.35
2024,2,1,3590.1,3541.2
2022,5,2,3405.94,3758.45
2022,11,4,288.15,288.56
2022,8,3,741.73,741.7
2024,5,2,32.12,62.18
2022,12,4,24.24,24.24
2024,9,3,32.15,32.35
2022,7,3,87.93,126.91
2023,2,1,504.16,827.59
2024,11,4,48.41,55.87
2024,8,3,2127.61,1824.64
2024,9,3,8917.7,5582.53
2023,1,1,1370.25,3857.84
2023,10,4,31.44,30.83
2022,7,3,331.14,332.1
2023,3,1,53.7,48.67
2022,12,4,27.98,27.98
2023,6,2,5265.18,4446.29
2022,9,3,43.04,43.04
2022,4,2,24.24,25.12
2023,12,4,13722.96,14889.54
2022,9,3,24.45,24.69
2023,9,3,82.37,82.35
2024,1,1,86.72,78.25
2024,7,3,32.14,36.41
2023,12,4,2853.84,30.88
2023,12,4,1684.88,1553.11
2022,9,3,905.36,972.43
2023,2,1,48.75,61.79
2023,6,2,45.43,28.04
2023,1,1,3295.91,8678.87
2023,5,2,6217.45,5681.94
2022,5,2,123.8,228.87
2022,5,2,1992.39,1011.42
2024,2,1,481.65,463.43
2023,3,1,27.98,27.98
2023,9,3,251.93,408.37
2023,1,1,189.54,189.56
2022,6,2,24.4,156.2
2024,1,1,59.86,111.45
2022,5,2,5666.26,2908.22
2023,8,3,30.83,32.39
2024,6,2,1155.43,926.38
2022,4,2,42.94,24.28
2023,1,1,24.24,24.26
2023,1,1,116.62,116.63
2022,10,4,31.74,24.34
2022,12,4,5333.81,5921.33
2022,7,3,4928.4,4009.86
2023,4,2,4440.22,2837.07
2024,10,4,45.38,45.42
2024,6,2,27.82,2786.24
2023,9,3,46.46,60.79
2024,6,2,55.87,58.69
2024,8,3,2635.11,2837.82
2024,5,2,32.12,32.04
2023,2,1,165.9,139.29
2023,6,2,6001.76,296.8
2022,5,2,25.01,270.77
2024,9,3,56.03,55.87
2023,11,4,1529.86,2381.09
2022,11,4,5544.58,2756.42
2023,5,2,32.39,32.39
2023,9,3,8627.62,11227.66
2022,4,2,908.69,828.17
2023,7,3,430.59,398.76
2022,11,4,503.83,520.24
2023,12,4,26.72,34.97
2024,11,4,1184.74,1290.33
2022,5,2,5548.91,6416.6
2023,3,1,42.81,42.45
2023,2,1,74.84,74.93
2024,9,3,578.97,522.06
2022,9,3,59.9,43.04
2022,12,4,137.47,2130.1
2024,12,4,126.39,290.69
2023,6,2,56.35,56.35
2024,8,3,45.19,27.9
2022,12,4,124.17,24.54
2024,3,1,1037.21,879.88
2024,10,4,51.48,135.05
2024,10,4,55.92,55.92
2022,7,3,2111.44,1891.5
2023,12,4,47.33,34.95
2023,9,3,5274.61,51.34
2024,12,4,6698.9,18987.36
2023,8,3,31.17,2100.21
2024,3,1,31.0,34.95
2023,1,1,49526.77,66405.54
2024,7,3,4547.2,3640.91
2022,4,2,10626.71,10292.75
2023,6,2,32.39,32.39
2023,9,3,60.82,68.03
2023,8,3,5560.39,5211.74
2023,4,2,794.75,725.53
2024,9,3,454.58,454.41
2023,10,4,131.11,194.97
2024,12,4,150.94,1682.73
2024,5,2,577.51,172.05
2024,9,3,99.62,179.02
2022,12,4,553.39,354.77
2024,9,3,12120.72,11415.97
2022,9,3,2253.23,2233.26
2023,7,3,525.44,563.45
2024,5,2,3575.3,2276.81
2022,5,2,55.24,55.24
2024,11,4,78.81,78.69
2023,7,3,8245.48,8654.49
2024,2,1,32.5,75.8
2024,4,2,49.36,48.31
2024,3,1,460.43,523.89
2023,7,3,20.76,20.76
2024,12,4,5165.19,1651.24
2024,4,2,28.83,68.8
2022,12,4,131.89,475.07
2022,11,4,1173.36,1351.69
2022,5,2,1047.9,888.16
2022,6,2,24.24,27.98
2023,10,4,47.65,46.46
2024,11,4,3806.26,1759.44
2023,12,4,136.39,223.1
2024,3,1,39.27,39.1
2024,1,1,4859.45,5584.56
2023,9,3,93.15,93.16
2023,3,1,893.0,1047.86
2024,6,2,130.54,97.07
2024,11,4,4228.35,96.37
2024,11,4,7687.37,4532.47
2023,8,3,1325.49,2839.9
2024,12,4,7593.32,3095.78
2022,11,4,1570.42,1490.02
2023,9,3,3453.48,3341.41
2023,1,1,686.97,586.62
2022,8,3,24.24,24.26
2023,12,4,65.97,72.94
2024,5,2,6632.89,6880.4
2024,5,2,243.67,96.52
2024,8,3,116.76,45.26
2022,4,2,646.84,3271.8
2024,6,2,27.92,62.26
2024,11,4,86.05,85.99
2023,11,4,171.9,186.79
2022,6,2,7195.81,4766.67
2024,3,1,299.23,281.04
2023,7,3,34.97,1098.11
2022,9,3,2373.16,2333.03
2024,6,2,32.51,81.53
2023,1,1,215.75,163.27
2022,7,3,116.3,71.02
2024,11,4,36.4,36.4
2024,10,4,3238.57,2866.38
2024,9,3,882.68,1550.55
2022,4,2,94.55,94.61
2024,11,4,266.75,75.43
2024,11,4,5553.97,4715.08
2023,12,4,572.84,517.96
2022,9,3,35.65,48.68
2022,6,2,35.46,35.46
2024,2,1,91.04,82.34
2023,3,1,74.54,62.36
2023,6,2,120.71,371.5
2023,3,1,2053.0,2919.99
2024,1,1,208.74,353.8
2022,7,3,947.62,2210.5
2023,9,3,390.62,591.04
2023,1,1,1913.47,3938.27
2024,3,1,153.65,165.2
2023,5,2,3116.99,51.55
2024,8,3,10822.47,807.54
2024,12,4,14930.05,13019.96
2022,12,4,24.24,24.26
2024,4,2,1110.91,56.36
2024,11,4,1954.15,64.85
2023,4,2,36.72,34.66
2024,12,4,268.81,278.22
2023,12,4,27.05,172.1
2023,4,2,134.89,181.07
2024,4,2,519.34,1066.1
2023,10,4,560.53,335.63
2024,5,2,70.81,70.85
2024,3,1,39.11,39.09
2023,1,1,48.67,48.68
2023,1,1,150.08,150.24
2023,4,2,1471.42,48.82
2024,2,1,519.29,1463.78
2023,6,2,32.39,32.39
2023,8,3,60.96,78.94
2022,11,4,767.75,1088.48
2023,11,4,26.69,27.23
2024,10,4,1252.43,3253.15
2022,7,3,65.55,65.58
2023,3,1,1025.69,968.12
2024,2,1,3626.9,3894.28
2023,2,1,6381.14,7433.38
2024,6,2,387.88,172.09
2023,11,4,778.51,860.24
2024,11,4,40.82,32.28
2022,12,4,2693.8,888.22
2024,10,4,187.21,97.25
2024,12,4,2245.61,2679.9
2023,5,2,4692.93,1400.73
2023,11,4,2503.3,2658.13
2024,3,1,47.8,53.95
2022,5,2,68.47,42.27
2024,12,4,36.59,36.49
2023,11,4,1751.12,1921.11
2024,8,3,2081.84,2629.26
2022,6,2,707.06,707.23
2023,8,3,1949.64,2117.33
2022,11,4,520.11,503.77
2024,1,1,19326.65,14625.5
2023,9,3,5741.15,9662.3
2024,5,2,66.56,66.29
2022,5,2,24.9,394.94
2022,9,3,123.76,98.3
2023,8,3,30.83,32.37
2022,4,2,176.94,216.45
2024,3,1,1419.26,1242.71
2024,6,2,32.74,32.2
2022,10,4,321.82,242.79
2023,9,3,30.83,30.83
2024,8,3,812.1,119.97
2023,2,1,176.43,189.64
2023,5,2,126.15,108.66
2024,4,2,5550.18,4091.39
2024,4,2,926.08,550.69
2023,9,3,30.84,30.83
2024,8,3,70.9,63.37
2023,9,3,26.83,69.31
2023,1,1,1250.05,1230.39
2024,5,2,876.9,831.44
2024,7,3,36.43,32.14
2023,10,4,4183.85,2104.44
2023,6,2,188.74,173.3
2022,6,2,606.34,338.03
2022,8,3,124.09,241.97
2024,2,1,53.64,53.64
2023,4,2,2796.77,3396.85
2023,7,3,62.71,36.74
2024,8,3,32.15,32.12
2024,4,2,506.43,552.98
2022,7,3,503.77,487.29
2023,5,2,771.28,1165.57
2023,8,3,68.03,71.45
2023,1,1,3115.92,3536.55
2023,5,2,14770.98,64.73
2024,8,3,1135.48,949.28
2023,7,3,4253.37,2882.85
2023,6,2,1027.06,748.22
2024,1,1,6105.4,6026.09
2024,2,1,145.02,172.13
2023,1,1,1530.12,1530.23
2023,1,1,43.06,71.04
2022,12,4,215.6,228.73
2024,5,2,2169.19,64.36
2023,8,3,30.83,32.39
2022,10,4,647.44,1269.43
2024,6,2,27.82,190.16
2023,5,2,333.66,308.05
2024,4,2,62.39,150.49
2024,3,1,1711.16,1552.64
2024,11,4,320.33,3098.25
2023,7,3,63.88,56.35
2022,4,2,163.34,150.15
2024,10,4,49.29,27.82
2024,3,1,1710.74,1552.15
2024,7,3,5142.88,6305.51
2022,5,2,24.24,24.24
2023,8,3,573.06,467.83
2024,3,1,3806.5,7091.89
2024,3,1,26.88,26.7
2024,11,4,23724.29,27020.28
2022,5,2,536.99,487.25
2023,4,2,9246.37,8966.46
2022,8,3,176.58,354.12
2024,7,3,32.12,36.4
2024,10,4,4361.92,3244.9
2024,11,4,85.73,1185.36
2024,6,2,142.2,425.72
2022,4,2,48.71,54.33
2024,4,2,35601.99,40260.06
2024,2,1,14811.09,19799.2
2022,10,4,520.88,768.72
2023,4,2,3809.63,33.68
2024,11,4,12777.72,12099.01
2023,3,1,1406.11,4549.0
2023,10,4,1218.15,690.27
2023,1,1,3433.4,3317.52
2022,5,2,28.0,28.0
2023,7,3,37.24,2380.2
2022,7,3,28.55,47.25
2024,12,4,41.16,27.82
2024,6,2,156.81,108.85
2023,7,3,467.58,448.4
2023,3,1,44.94,42.22
2024,11,4,27971.36,31098.29
2024,7,3,4354.53,7143.64
2023,2,1,3238.33,5264.94
2022,8,3,28.0,35.52
2024,1,1,463.43,499.89
2022,11,4,2533.06,608.3
2023,2,1,2416.81,3299.83
2022,7,3,28.0,28.02
2023,5,2,403.51,313.09
2023,10,4,840.8,979.81
2023,3,1,4625.0,4861.41
2024,4,2,538.95,1021.73
2023,4,2,28.08,37.78
2023,8,3,22343.34,15258.49
2024,6,2,1064.13,1081.56
2023,5,2,2793.49,2300.7
2023,12,4,408.72,408.81
2024,4,2,2308.75,1386.46
2024,5,2,519.55,651.67
2022,8,3,146.89,49.02
2022,11,4,5029.4,6000.04
2023,7,3,1189.61,266.02
2023,2,1,48.65,48.65
2024,12,4,158.43,247.76
2023,7,3,1552.06,30.65
2023,4,2,28672.62,26459.01
2022,6,2,2818.66,3539.07
2024,8,3,1927.28,1883.24
2022,12,4,163.27,163.0
2022,8,3,61.71,42.18
2023,6,2,71.46,71.39
2024,10,4,119.82,108.46
2024,12,4,1023.73,973.39
2023,1,1,2354.2,3558.08
2024,5,2,75.19,74.67
2024,8,3,2677.13,880.12
2023,7,3,4528.85,2443.48
2023,3,1,2103.58,1931.95
2024,2,1,4991.22,8883.41
2023,8,3,426.92,429.32
2022,12,4,43.55,59.99
2023,7,3,5158.15,2654.36
2023,10,4,47.5,46.47
2023,10,4,226.54,194.29
2023,6,2,725.01,817.77
2023,5,2,4776.49,3999.79
2022,7,3,1530.36,9134.21
2022,6,2,1129.72,1590.89
2023,9,3,22581.49,21644.64
2023,7,3,660.65,98.94
2022,9,3,93.9,65.7
2022,5,2,8968.36,7199.37
2023,12,4,117.33,117.33
2024,8,3,22149.43,19583.16
2024,8,3,99.99,29.39
2024,6,2,3411.05,12473.18
2022,10,4,2995.77,5259.97
2023,8,3,463.55,582.75
2022,4,2,848.37,948.57
2024,4,2,55.75,53.9
2022,5,2,84.82,437.29
2022,5,2,24.24,24.38
2024,9,3,14775.61,12494.96
2023,10,4,80.6,119.84
2022,12,4,4414.08,4815.75
2023,3,1,159.29,626.13
2024,7,3,232.49,435.03
2023,3,1,1019.0,1551.53
2024,8,3,232.56,63.61
2023,10,4,7943.68,8133.23
2024,6,2,40.7,40.78
2024,9,3,3745.42,2408.61
2022,4,2,24.24,24.26
2024,11,4,32.11,32.15
2022,12,4,78.81,101.44
2024,1,1,65.97,72.17
2024,8,3,79.25,94.84
2024,9,3,3577.71,2702.48
2024,7,3,32.12,32.11
2024,4,2,189.25,171.82
2024,5,2,50.85,50.5
2022,10,4,4908.7,5543.05
2024,5,2,78.37,96.92
2022,10,4,94.12,71.28
2024,4,2,70.85,47.62
2023,11,4,26.69,27.32
2023,6,2,45.38,28.06
2023,5,2,15311.16,10726.57
2023,12,4,43.25,26.76
2024,9,3,27.82,32.11
2024,2,1,4182.9,4442.57
2024,1,1,645.84,734.43
2023,7,3,30.78,1458.84
2023,1,1,28.15,35.46
2022,9,3,202.82,113.85
2023,11,4,120.03,120.27
2024,1,1,954.99,1110.07
2023,12,4,2458.7,1796.69
2024,11,4,32.11,49.29
2022,9,3,24.26,24.26
2024,3,1,75.48,75.16
2023,11,4,5637.28,3727.18
2023,4,2,304.22,1849.3
2022,8,3,31.74,24.24
2024,7,3,3712.9,4171.76
2024,4,2,448.08,2834.83
2022,6,2,48.71,48.71
2022,6,2,404.33,229.14
2024,5,2,2469.3,974.0
2022,5,2,114.74,150.88
2023,5,2,56.37,63.9
2022,4,2,24.24,24.24
2023,11,4,663.71,727.41
2023,10,4,3015.93,3952.58
2023,4,2,1102.87,1148.09
2023,5,2,109.19,97.94
2023,12,4,3629.84,3850.28
2022,11,4,163.24,271.65
2023,2,1,123.7,123.73
2024,8,3,28993.11,24944.67
2024,7,3,40.7,566.17
2023,2,1,48.71,48.69
2024,7,3,1202.64,1455.67
2022,4,2,205.37,176.48
2023,11,4,46.46,47.65
2023,11,4,5795.01,5288.84
2022,6,2,337.9,163.43
2022,10,4,146.92,175.28
2023,3,1,6629.78,5975.53
2024,11,4,36.49,36.49
2023,12,4,46.49,60.8
2022,8,3,11607.37,12338.21
2024,8,3,376.22,168.46
2023,12,4,5715.43,4728.16
2024,3,1,8342.55,8992.72
2023,6,2,32.37,32.39
2023,2,1,321.61,242.11
2023,11,4,8632.24,3983.02
2024,12,4,495.94,441.11
2024,2,1,7922.74,8650.7
2024,9,3,27.86,27.86
2024,4,2,426.3,105.75
2023,5,2,3532.56,431.86
2024,7,3,292.64,388.04
2023,12,4,47.31,30.83
2024,10,4,3540.83,8672.6
2023,6,2,32.39,32.39
2022,8,3,5638.46,4009.18
2023,8,3,280.82,1072.19
2024,11,4,27.82,27.86
2022,10,4,28.04,54.76
2022,9,3,24.24,24.24
2024,9,3,32.11,8365.55
2023,4,2,1629.26,1208.55
2024,4,2,187.19,242.56
2022,4,2,2575.61,1377.01
2024,8,3,28.71,27.83
2023,7,3,6002.78,5564.37
2024,8,3,40.81,32.16
2023,4,2,66.69,65.57
2024,3,1,39.72,30.87
2022,12,4,1049.59,2279.99
2022,4,2,1090.08,1149.49
2024,10,4,40.91,49.46
2024,2,1,27.0,203.2
2023,3,1,51.25,48.84
2024,5,2,2974.64,4468.13
2024,10,4,1776.97,9839.44
2024,10,4,616.98,484.43
2022,7,3,1127.76,1148.36
2022,9,3,10306.66,2734.93
2024,2,1,125.36,61.09
2023,11,4,6704.43,4838.11
2023,10,4,62.81,69.44
2024,3,1,31.29,30.83
2024,1,1,2281.34,2458.84
2023,6,2,1468.46,2023.94
2024,8,3,233.03,108.45
2023,3,1,30.9,24.26
2024,8,3,48.41,48.41
2023,5,2,63.94,55.3
2023,12,4,5845.09,4701.65
2024,3,1,26.88,26.7
2023,1,1,149.83,42.18
2022,6,2,1666.03,1769.29
2022,8,3,3017.96,3536.82
2024,2,1,4312.06,4805.78
2022,7,3,59.77,24.24
2022,9,3,1168.73,1028.64
2022,6,2,229.4,288.14
2022,8,3,2575.5,2314.97
2023,10,4,19807.81,22581.49
2024,12,4,56.09,63.44
2024,1,1,297.99,266.57
2024,8,3,68.96,62.17
2024,6,2,36.43,36.41
2024,9,3,27.82,27.82
2024,2,1,4443.42,5119.02
2022,7,3,4294.73,3891.32
2024,3,1,82.8,125.48
2023,2,1,2955.75,2775.84
2023,8,3,524.5,1026.35
2024,6,2,463.3,695.68
2022,9,3,404.64,42.18
2022,4,2,24.34,59.87
2022,7,3,10485.95,13502.65
2024,8,3,4233.99,7959.07
2023,9,3,7067.3,7379.35
2024,4,2,2335.82,1136.8
2023,9,3,30.83,30.83
2024,5,2,7386.86,1709.17
2023,10,4,175.25,87.37
2023,8,3,426.98,79.4
2022,10,4,8047.55,4083.8
2024,11,4,32.15,32.15
2023,10,4,31.41,30.83
2024,3,1,46489.9,4260.44
2023,9,3,3607.68,3320.09
2024,12,4,3295.38,3418.64
2022,12,4,4813.82,5380.13
2022,7,3,8211.98,6418.34
2024,4,2,3459.87,1316.04
2023,2,1,61.75,48.73
2022,6,2,42.2,48.69
2023,12,4,4540.09,4226.86
2023,4,2,413.2,388.02
2023,3,1,2677.75,232.83
2022,9,3,28.19,108.96
2024,6,2,2490.23,5113.72
2024,8,3,501.47,520.91
2023,2,1,123.8,61.84
2023,8,3,82.31,48.8
2024,3,1,1046.52,464.68
2022,5,2,255.24,288.34
2023,11,4,4437.0,4448.48
2023,3,1,255.79,553.56
2022,9,3,647.52,124.66
2022,5,2,28.0,24.24
2023,7,3,109.36,97.76
2023,1,1,24.24,24.24
2022,8,3,55.24,48.71
2024,3,1,742.53,591.55
2024,5,2,387.19,424.47
2024,2,1,3234.28,3254.37
2023,1,1,727.23,667.25
2023,5,2,3556.88,209.11
2023,12,4,591.12,481.71
2024,1,1,266.37,473.04
2023,1,1,229.15,229.19
2023,5,2,41.09,39.53
2023,9,3,4186.31,4960.64
2024,10,4,33705.56,31821.9
2023,11,4,55876.31,61391.42
2023,3,1,1999.26,1972.2
2022,6,2,3234.77,2894.2
2023,8,3,30.83,32.39
2022,4,2,176.4,104.63
2024,11,4,168.44,168.36
2024,1,1,646.0,977.31
2024,11,4,6589.35,7266.01
2024,2,1,3831.13,2879.6
2024,1,1,2082.61,2193.1
2023,9,3,235.02,203.63
2023,11,4,6445.98,5754.1
2023,8,3,125.8,126.14
2022,10,4,116.28,101.61
2022,6,2,2492.47,808.01
2023,11,4,82.67,306.17
2024,2,1,60.8,53.65
2023,1,1,27.98,24.24
2022,12,4,3316.83,6154.0
2022,7,3,319.76,847.16
2023,1,1,25.21,109.06
2022,11,4,28.0,27.98
2022,10,4,2475.07,3377.35
2024,4,2,249.94,5571.34
2022,9,3,17.94,17.94
2024,11,4,5887.29,7346.87
2023,2,1,65.78,475.17
2024,5,2,3068.27,2930.21
2024,7,3,187.69,741.95
2022,11,4,5732.08,12575.51
2022,7,3,42.18,42.18
2023,2,1,48.69,42.18
2023,12,4,223.16,237.63
2023,9,3,20.42,22.49
2022,6,2,1651.63,602.86
2022,6,2,387.86,229.3
2023,6,2,43167.46,43710.75
2024,2,1,35.1,47.31
2023,12,4,2082.11,1531.58
2023,11,4,65.87,35.64
2024,5,2,407.0,404.72
2023,12,4,3320.84,2094.03
2023,8,3,30.83,32.39
2023,6,2,1770.32,2025.62
2022,11,4,65.38,54.16
2023,4,2,97975.57,106599.35
2022,7,3,24.34,24.35
2024,9,3,4390.11,3789.32
2023,5,2,20.76,20.66
2024,3,1,34.97,35.02
2022,5,2,48.55,28.02
2023,1,1,614.71,603.04
2024,11,4,4113.4,8074.28
2024,12,4,4917.48,4567.41
2024,9,3,6155.05,5971.77
2022,11,4,42.18,42.18
2022,7,3,767.64,928.39
2023,6,2,45.64,117.36
2024,4,2,3551.64,6550.0
2023,1,1,3578.4,2660.25
2022,12,4,1369.56,2494.55
2024,9,3,2996.63,6391.26
2023,5,2,1359.56,57.63
2022,10,4,19836.9,2394.58
2022,4,2,5415.13,5646.99
2022,8,3,1591.6,2071.13
2022,10,4,68.31,42.18
2024,9,3,45.03,32.15
2023,7,3,246.49,36.74
2023,8,3,4073.33,6741.73
2023,9,3,4733.65,4697.12
2022,11,4,8500.16,10883.97
2023,12,4,7015.6,6598.59
2022,7,3,1147.6,1931.34
2023,4,2,45.44,42.89
2022,9,3,24.24,24.24
2024,4,2,133.71,140.41
2023,1,1,94.43,94.46
2024,7,3,40.75,40.75
2024,12,4,953.41,766.53
2022,10,4,24.24,24.28
2024,8,3,2493.08,2099.76
2024,7,3,27.82,27.83
2022,4,2,2347.13,2322.21
2023,9,3,30.83,30.83
2023,5,2,99.81,75.84
2024,9,3,28.03,28.06
2022,11,4,46.37,2532.95
2024,9,3,68.94,68.96
2022,4,2,42.18,48.73
2024,7,3,387.35,1063.38
2023,3,1,586.67,503.79
2023,11,4,46.46,54.51
2024,10,4,40.82,40.82
2024,5,2,439.97,426.59
2023,7,3,32.39,41.05
2024,9,3,350.2,247.88
2024,6,2,4679.07,5682.49
2024,2,1,1175.88,4025.12
2024,6,2,55.87,70.83
2023,2,1,123.78,136.91
2024,4,2,27.82,26.88
2023,12,4,46.46,46.46
2024,4,2,52.18,4568.07
2022,10,4,1671.39,1932.03
2023,11,4,1551.59,1301.09
2022,9,3,1953.84,3537.68
2023,4,2,31.61,27.98
2023,5,2,56.35,55.24
2024,8,3,1689.35,1663.48
2024,2,1,68.29,299.27
2023,5,2,6223.37,4995.57
2022,6,2,1930.49,43.33
2024,2,1,4571.87,4724.32
2023,6,2,1769.64,2164.36
2022,6,2,687.02,546.55
2022,9,3,43.37,114.84
2024,5,2,36.4,32.12
2024,2,1,26.69,26.94
2023,6,2,1305.71,1421.7
2023,7,3,49.75,28.13
2023,12,4,762.75,1181.94
2024,1,1,28.03,1057.55
2023,12,4,30.83,30.83
2023,10,4,20.15,19.76
2023,11,4,172.09,156.11
2024,9,3,157.52,277.55
2022,4,2,5640.88,3826.69
2024,7,3,32.12,32.11
2024,10,4,1296.98,1620.76
2024,5,2,1917.37,617.39
2024,1,1,29544.38,25886.68
2024,4,2,1640.37,1825.98
2023,3,1,321.58,371.23
2023,1,1,1711.79,2091.91
2023,11,4,53.64,54.51
2022,12,4,24.24,24.24
2024,12,4,36.49,36.61
2023,3,1,152.26,136.95
2023,7,3,32.37,32.39
2022,9,3,1069.73,665.95
2023,8,3,2436.95,2698.55
2022,4,2,808.48,553.72
2022,10,4,586.16,907.66
2024,6,2,14887.01,8606.8
2023,2,1,5592.57,5168.24
2024,5,2,27.83,27.83
2024,4,2,4558.23,6645.02
2024,10,4,36.53,36.49
2024,8,3,32.15,32.11
2024,3,1,47.37,46.46
2024,2,1,54.04,114.66
2022,8,3,43.7,728.36
2024,4,2,57.29,56.51
2022,7,3,54.31,59.93
2024,6,2,386.94,321.53
2023,12,4,47.33,94.9
2024,4,2,1409.1,3270.18
2023,6,2,456.12,28.04
2022,4,2,741.63,695.25
2023,10,4,31.41,30.83
2022,8,3,24.24,35.52
2024,5,2,520.84,539.64
2023,4,2,1420.35,175.22
2022,7,3,42.2,48.71
2022,12,4,867.89,1329.18
2023,8,3,1466.38,4940.55
2024,3,1,2197.5,2923.21
2022,12,4,114.15,189.53
2024,4,2,172.17,76.67
2024,10,4,56.03,55.98
2022,10,4,42.24,61.75
2022,9,3,147.0,139.17
2024,6,2,6167.46,2192.5
2023,5,2,582.68,484.85
2024,11,4,36.49,68.86
2023,3,1,568.91,288.95
2022,11,4,1490.21,2313.93
2024,8,3,158.74,1545.15
2023,8,3,53.64,56.35
2023,9,3,3851.17,3652.63
2023,9,3,1773.02,1220.84
2024,6,2,38.56,149.58
2023,12,4,46.46,46.92
2023,4,2,32.39,25.81
2024,7,3,6306.25,5680.35
2023,9,3,5507.99,6105.5
2023,12,4,1839.21,2016.33
2023,6,2,85.33,105.22
2024,10,4,2942.98,1755.0
2022,10,4,1630.85,2111.59
2022,12,4,150.02,163.16
2024,10,4,1809.52,104.28
2024,9,3,3438.55,962.75
2023,3,1,570.07,587.35
2023,3,1,35.46,54.16
2022,8,3,421.54,420.75
2024,5,2,3045.39,2975.53
2023,5,2,644.05,590.58
2023,2,1,2694.57,2895.77
2023,6,2,8517.87,9990.91
2023,8,3,1088.15,1258.81
2023,12,4,1666.59,1830.03
2022,7,3,708.0,867.95
2023,10,4,11085.85,10523.51
2024,9,3,2540.81,2151.56
2022,12,4,578.91,27.98
2023,2,1,39.49,86.15
2023,1,1,203.57,35.5
2023,11,4,591.06,656.47
2023,5,2,379.09,291.05
2024,4,2,85.76,68.48
2023,7,3,9331.44,4968.01
2022,6,2,2454.25,2093.68
2023,8,3,189.11,189.15
2024,5,2,247.45,217.36
2023,4,2,1096.7,890.59
2024,10,4,932.48,51.7
2023,1,1,175.44,175.44
2022,7,3,84.56,113.79
2024,11,4,27.82,27.82
2023,3,1,534.99,43.1
2024,10,4,1056.35,1807.47
2023,8,3,2038.88,2304.26
2022,10,4,24.24,27.98
2024,4,2,1430.31,45.71
2022,10,4,42.18,42.18
2023,10,4,3094.99,2768.23
2024,4,2,27.83,27.4
2023,3,1,19.79,17.94
2022,10,4,5596.36,2234.83
2024,11,4,1768.21,2494.78
2022,6,2,14342.59,6539.16
2024,3,1,27.62,78.36
2023,6,2,5676.44,12960.51
2024,4,2,930.17,3052.21
2024,6,2,32.11,49.29
2024,3,1,556.15,645.85
2023,7,3,5727.59,864.39
2022,7,3,1271.19,1570.09
2024,4,2,15346.85,5833.9
2023,2,1,123.89,202.72
