ANO_VENCIMENTO,MES_VENCIMENTO,TRIMESTRE,VALOR_FATURA_lag1,VALOR_FATURA_lag2
2023,5,2,1498.99,1365.56
2024,7,3,4572.99,11444.71
2023,8,3,32.48,49.85
2024,11,4,108.1,32.84
2023,1,1,536.44,520.06
2023,4,2,120.53,122.01
2023,6,2,7477.21,5678.44
2024,5,2,3276.37,3551.86
2024,6,2,32.11,36.4
2023,6,2,143.04,219.09
2024,12,4,7834.39,5964.32
2024,1,1,266.72,844.53
2024,12,4,48.87,48.62
2022,9,3,24.24,24.24
2022,7,3,21363.39,22375.74
2023,3,1,30.58,27.98
2024,7,3,9611.43,13609.72
2022,5,2,35.52,35.52
2024,9,3,1508.14,224.29
2024,9,3,5090.05,5685.53
2022,12,4,255.4,338.12
2024,1,1,39.11,39.11
2023,8,3,727.35,737.62
2022,7,3,382.74,24.26
2022,10,4,24.24,27.98
2023,3,1,132.46,114.0
2022,10,4,553.44,536.96
2024,12,4,40.97,40.82
2023,1,1,10146.27,9201.03
2024,1,1,2790.13,3408.65
2023,5,2,143.66,132.59
2022,8,3,94.36,48.69
2022,5,2,27.98,24.24
2022,11,4,24.24,24.24
2024,1,1,2188.4,2226.48
2022,4,2,299.4,24.84
2023,10,4,7838.73,7379.25
2023,11,4,95.01,30.12
2022,9,3,668.34,947.38
2023,9,3,335.77,317.54
2024,11,4,6347.23,5343.43
2022,11,4,4057.97,3277.06
2024,10,4,3747.51,6858.27
2023,9,3,8133.23,7665.43
2024,4,2,1847.53,475.76
2024,12,4,13559.0,9827.85
2024,4,2,15459.16,16735.22
2023,2,1,271.9,124.17
2024,6,2,741.79,653.81
2023,11,4,4287.56,4772.99
2023,12,4,524.09,676.46
2022,12,4,4302.56,4857.83
2024,3,1,11635.11,9846.93
2023,9,3,3658.12,2909.77
2022,12,4,441.07,94.25
2024,10,4,49.29,542.07
2024,2,1,4094.78,4138.92
2024,4,2,368.14,555.2
2024,4,2,857.98,3788.9
2024,8,3,444.32,48.41
2024,3,1,685.74,15269.55
2023,2,1,241.74,55.2
2024,12,4,44.99,49.54
2024,6,2,12507.92,9093.85
2024,5,2,3734.06,5443.11
2022,6,2,338.75,404.73
2022,9,3,4677.22,7408.96
2022,6,2,28.54,28.54
2023,9,3,30.83,30.83
2023,11,4,3210.66,3063.86
2024,7,3,27.85,36.53
2022,4,2,55.24,55.24
2022,8,3,12639.85,1714.09
2024,6,2,330.48,558.53
2022,4,2,28.0,28.0
2023,10,4,69.48,67.99
2024,1,1,47.35,39.11
2022,11,4,4625.99,3198.14
2024,11,4,903.75,72.32
2023,6,2,2582.76,2513.0
2024,6,2,387.35,247.53
2024,5,2,126530.24,136293.96
2022,4,2,392.64,2656.59
2024,7,3,48.41,48.41
2024,12,4,7377.92,35041.12
2022,12,4,175.26,39.26
2024,8,3,81.52,32.18
2023,7,3,6387.99,48.8
2023,1,1,242.15,232.69
2024,6,2,3536.34,4861.94
2022,4,2,59.89,42.94
2023,3,1,568.59,887.73
2023,4,2,839.74,828.63
2023,12,4,371.78,354.41
2023,5,2,82.35,28.08
2023,7,3,1143.06,1235.88
2024,10,4,446.89,483.54
2024,7,3,1363.9,904.16
2023,12,4,30.83,30.83
2022,5,2,48.73,48.71
2023,5,2,32.39,32.39
2024,5,2,71.04,172.09
2023,6,2,32.39,28.06
2024,9,3,783.31,36.48
2023,4,2,672.11,626.78
2022,4,2,74.73,42.18
2023,5,2,28.04,47.88
2024,11,4,49.49,49.49
2024,3,1,20.04,19.76
2024,11,4,55.92,56.03
2024,2,1,26.77,30.84
2023,7,3,109.36,143.04
2023,4,2,733.98,767.23
2024,6,2,255.88,28.35
2023,2,1,31.78,24.36
2022,7,3,319.1,706.88
2023,11,4,30.83,72.65
2023,10,4,990.78,1064.88
2022,4,2,54.18,28.02
2022,4,2,770.37,438.82
2022,6,2,24.24,24.3
2024,8,3,1278.19,1105.52
2024,11,4,1615.71,1639.15
2023,11,4,2218.54,4335.75
2022,10,4,24.24,24.24
2022,9,3,4200.81,5020.58
2022,4,2,24.57,43.22
2022,6,2,114.04,136.88
2023,7,3,32.39,32.39
2022,7,3,371.37,65.42
2023,11,4,888.56,360.1
2022,12,4,6701.58,5520.1
2023,5,2,32.37,32.37
2024,3,1,69.39,75.25
2022,8,3,6796.54,7576.02
2024,8,3,857.34,1477.64
2024,11,4,90.44,244.97
2022,12,4,1332.45,2210.39
2023,4,2,48.84,46.06
2022,11,4,19461.08,15973.25
2024,8,3,4468.9,189.04
2022,5,2,27.98,24.24
2024,10,4,2287.18,2093.88
2023,5,2,173.42,143.08
2024,12,4,28384.18,38657.51
2022,12,4,305.29,387.92
2024,2,1,486.81,448.79
2024,5,2,880.13,3296.44
2023,6,2,131.66,143.26
2023,9,3,30.83,32.38
2022,9,3,202.58,189.53
2023,8,3,53.64,48.8
2023,2,1,27.98,27.98
2023,7,3,13896.76,12994.45
2022,9,3,668.53,2091.91
2024,12,4,1236.87,1270.78
2024,11,4,189.89,210.46
2024,9,3,32.15,32.15
2024,10,4,2940.0,5475.92
2022,12,4,9893.68,13116.44
2023,4,2,56.34,242.52
2024,2,1,1220.52,1463.7
2022,9,3,4530.62,4199.78
2022,12,4,251.75,280.45
2023,11,4,4272.54,3936.94
2024,1,1,136.24,266.41
2023,6,2,269.05,305.7
2024,2,1,32.38,28.04
2022,6,2,1229.23,886.75
2024,11,4,27.82,36.4
2024,9,3,233.14,407.26
2022,12,4,24.24,27.24
2024,4,2,2952.02,5624.81
2023,7,3,4804.09,5644.55
2023,11,4,30.83,27.28
2022,5,2,136.82,59.47
2024,9,3,49.29,758.11
2024,8,3,927.77,695.96
2023,1,1,5403.98,5026.52
2024,3,1,1712.64,1419.66
2022,11,4,553.46,646.66
2023,11,4,29.68,2372.82
2023,3,1,646.12,746.87
2024,12,4,2482.85,2082.4
2023,3,1,1272.69,1411.02
2022,7,3,2755.58,730.7
2024,1,1,43.25,26.76
2022,7,3,2651.32,2771.62
2024,8,3,150.81,29.42
2022,5,2,1752.11,769.87
2024,12,4,6195.63,8728.54
2022,10,4,19.43,19.43
2023,11,4,427.6,999.47
2024,7,3,32.11,49.29
2023,3,1,274.15,270.84
2023,3,1,33.5,24.26
2023,3,1,133.77,114.04
2023,4,2,31.14,27.98
2022,12,4,61.89,42.2
2024,3,1,20.04,19.76
2024,3,1,3872.0,26750.63
2022,8,3,2953.96,2573.64
2024,11,4,20.59,20.59
2024,8,3,3415.02,3712.92
2022,5,2,48.71,42.94
2023,11,4,611.55,2924.83
2023,11,4,46.94,58.6
2022,9,3,354.92,626.48
2024,5,2,55.88,55.88
2023,4,2,48.98,108.79
2024,5,2,142.18,200.89
2023,10,4,857.56,888.75
2022,7,3,371.79,189.22
2023,5,2,41.29,36.01
2022,12,4,5167.93,5592.83
2024,1,1,2814.94,5012.73
2022,11,4,202.83,150.84
2024,7,3,4114.6,10235.11
2022,12,4,2131.63,3017.85
2024,5,2,49.37,970.25
2024,10,4,2567.67,3556.85
2024,6,2,342.75,695.02
2023,10,4,163.01,136.18
2022,10,4,223.3,251.89
2023,11,4,30.83,31.41
2022,11,4,39.26,93.77
2022,12,4,251.71,175.53
2024,6,2,32.12,27.83
2023,10,4,27.2,26.69
2024,10,4,172.47,157.69
2023,10,4,122.51,128.07
2024,8,3,6448.09,4541.02
2023,4,2,1259.43,1087.6
2022,10,4,17.94,17.94
2023,11,4,194.1,182.55
2023,7,3,2886.3,2745.39
2022,6,2,3795.44,1751.66
2024,2,1,313.97,86.71
2023,9,3,5559.36,6276.39
2023,11,4,47.02,482.01
2023,12,4,4336.46,237.62
2023,1,1,61.75,42.18
2023,9,3,308.38,312.9
2024,8,3,27.89,27.85
2024,1,1,53.71,53.66
2024,1,1,609.32,910.84
2024,8,3,674.74,1363.9
2022,12,4,10218.79,7766.47
2024,4,2,809.03,712.27
2024,4,2,15349.5,9048.43
2024,4,2,130.72,617.9
2024,9,3,56.14,71.1
2024,11,4,119.76,142.29
2023,9,3,179.6,371.93
2024,8,3,7894.42,7894.42
2023,1,1,48.71,48.71
2024,10,4,27.86,32.15
2023,7,3,203.7,56.35
2024,3,1,362.13,323.71
2023,11,4,7927.57,5188.35
2023,2,1,28.0,24.26
2023,9,3,30.83,30.83
2023,3,1,947.35,988.01
2024,3,1,35.7,34.97
2022,11,4,1330.13,1329.56
2024,9,3,3284.31,4556.79
2023,11,4,955.33,905.75
2022,8,3,28.0,28.0
2022,10,4,7247.27,9343.11
2023,4,2,56.3,45.46
2022,8,3,1128.64,1208.83
2023,2,1,204.16,175.72
2022,10,4,11872.3,10694.79
2024,12,4,32.2,32.15
2024,9,3,41.7,40.74
2022,10,4,24.24,24.24
2022,11,4,59.9,54.29
2023,3,1,192.61,304.73
2024,11,4,78.47,70.8
2024,8,3,834.49,350.1
2022,6,2,31.76,31.74
2024,8,3,8106.16,7472.61
2023,9,3,30.83,30.83
2023,9,3,46.46,46.62
2022,5,2,2413.69,2157.57
2023,12,4,26.89,103.34
2024,7,3,9016.05,8981.86
2022,6,2,614.29,223.12
2024,6,2,5031.83,7686.39
2024,4,2,44.69,43.18
2023,10,4,3266.89,2590.14
2024,9,3,55.92,55.97
2022,8,3,6321.52,5518.91
2024,11,4,218.93,635.98
2022,5,2,1631.12,1430.75
2023,1,1,603.02,568.57
2023,10,4,3824.82,3895.24
2023,5,2,203.92,131.91
2024,9,3,63.44,63.43
2023,10,4,882.78,911.03
2023,4,2,32.39,30.88
2023,5,2,32.37,32.39
2023,7,3,32.39,32.39
2024,4,2,791.16,153.24
2023,9,3,5223.38,4805.89
2023,11,4,103.32,78.84
2023,1,1,27.98,24.24
2023,2,1,8689.88,7698.49
2024,4,2,3105.99,2682.76
2022,11,4,48.71,55.37
2023,11,4,6501.06,14554.4
2024,3,1,12706.65,12003.39
2023,2,1,24.3,31.93
2022,10,4,24.24,24.24
2024,3,1,6059.26,9481.76
2023,1,1,2755.97,4035.32
2023,6,2,391.22,391.62
2023,4,2,48.49,42.94
2022,8,3,11887.8,5077.5
2022,11,4,3677.6,2714.98
2024,3,1,969.16,956.48
2024,7,3,4150.62,4575.09
2023,8,3,390.75,620.7
2024,9,3,32.2,32.15
2022,5,2,454.32,437.55
2022,9,3,48.71,42.2
2022,6,2,2412.73,2471.48
2024,5,2,1892.96,949.58
2023,9,3,408.66,372.22
2022,5,2,768.59,907.79
2023,9,3,426.83,390.24
2024,12,4,6357.19,5532.48
2023,1,1,3296.45,2273.54
2022,12,4,215.86,228.95
2023,2,1,3316.07,1751.65
2024,4,2,262.75,167.67
2024,2,1,30.83,72.03
2023,3,1,1021.6,2737.82
2023,7,3,5813.57,4913.4
2024,12,4,805.42,1786.12
2023,5,2,1560.58,1176.53
2024,9,3,74.37,58.69
2024,11,4,49.49,28.29
2024,7,3,36.43,36.43
2022,6,2,68.22,61.73
2023,12,4,2037.78,2545.51
2022,8,3,27.98,24.24
2023,1,1,5741.44,4367.91
2024,12,4,27.82,27.82
2022,8,3,2101.55,139.21
2022,9,3,39.33,43.07
2022,8,3,7929.83,5665.69
2024,2,1,53.74,93.15
2024,3,1,420.57,445.27
2023,8,3,26.7,32.39
2024,8,3,6533.42,6385.92
2022,8,3,162.94,163.27
2022,10,4,113.89,84.7
2022,7,3,55.27,55.22
2024,2,1,30.83,30.83
2022,7,3,394.25,406.91
2024,1,1,26.7,30.82
2023,5,2,82.32,66.69
2024,2,1,499.8,499.8
2024,11,4,720.29,698.34
2022,5,2,42.2,48.76
2023,2,1,2412.97,4858.7
2024,2,1,2303.54,2745.36
2023,6,2,49.1,49.84
2022,4,2,3918.1,3968.47
2024,4,2,31.89,32.37
2022,8,3,104.19,94.45
2024,9,3,7911.35,6448.34
2023,1,1,3176.42,2756.31
2022,12,4,787.42,687.14
2023,6,2,41.03,32.37
2023,11,4,2127.25,1762.26
2024,2,1,13667.49,14757.41
2024,8,3,376.05,395.06
2023,1,1,569.41,766.5
2024,9,3,131.36,203.45
2024,4,2,948.89,656.64
2022,4,2,43.27,43.11
2023,5,2,41.09,41.09
2022,11,4,827.83,1129.14
2022,4,2,24.24,24.24
2023,2,1,647.57,1268.36
2022,7,3,24.24,24.24
2023,12,4,30.82,30.82
2023,10,4,172.48,43.21
2023,12,4,353.9,1242.08
2023,10,4,73.63,65.97
2022,8,3,24.24,24.24
2022,12,4,68.43,104.15
2024,10,4,171.87,48.41
2022,11,4,2806.24,486.95
2024,10,4,573.38,533.58
2023,1,1,305.81,355.3
2022,5,2,4975.29,1230.57
2023,4,2,9671.73,7458.22
2022,6,2,626.93,647.03
2024,1,1,998.97,609.09
2024,8,3,350.89,425.88
2024,8,3,153.18,28.38
2022,4,2,125.27,56.5
2024,3,1,50.61,136.35
2024,3,1,292.95,1079.51
2024,10,4,624.85,64.73
2024,3,1,858.27,1088.27
2024,12,4,504.73,445.95
2024,12,4,982.29,1360.8
2022,8,3,24.24,24.24
2023,11,4,222.83,306.23
2024,11,4,3212.48,620.78
2024,11,4,9409.55,67.63
2023,10,4,1828.26,2679.85
2023,3,1,687.12,647.31
2024,11,4,1019.87,835.99
2022,7,3,2735.88,2353.78
2023,7,3,771.45,841.09
2024,12,4,5753.71,63.18
2022,4,2,10177.12,10199.24
2024,10,4,2615.67,3352.59
2023,5,2,1120.42,597.19
2024,11,4,55.87,55.92
2024,10,4,560.07,375.79
2024,2,1,34.97,34.97
2023,9,3,390.67,353.98
2024,10,4,3736.47,812.83
2023,11,4,26.7,31.41
2022,4,2,24.24,27.98
2022,12,4,3036.17,2453.53
2023,5,2,12882.81,11713.04
2024,7,3,6414.63,5383.64
2022,4,2,55.6,176.43
2023,5,2,57.42,65.37
2022,9,3,24.26,27.98
2023,3,1,54.49,29.83
2023,2,1,554.96,646.19
2023,5,2,32.39,32.39
2022,5,2,6878.98,6878.98
2024,8,3,637.34,33.22
2024,12,4,8482.83,8729.13
2023,2,1,93.89,86.34
2023,10,4,3685.09,3952.2
2024,12,4,3376.45,2866.46
2023,3,1,8669.89,9084.97
2024,12,4,668.91,533.95
2023,8,3,2395.54,167.33
2023,3,1,34.33,31.72
2024,10,4,49.29,549.48
2023,11,4,237.62,242.19
2023,3,1,929.68,1751.11
2023,8,3,28.05,28.06
2023,3,1,1552.08,1590.61
2022,5,2,3356.61,4885.04
2024,1,1,26.9,26.89
2022,11,4,24.41,24.24
2023,7,3,12723.24,48.8
2023,11,4,30644.94,27937.17
2023,6,2,56.29,28.04
2022,9,3,1212.43,5639.75
2024,11,4,926.49,72.22
2023,4,2,735.35,592.88
2022,7,3,3175.6,708.37
2024,10,4,99.88,108.24
2024,11,4,12206.97,9442.32
2024,4,2,995.12,624.93
2024,4,2,168.69,367.16
2024,3,1,2316.73,2281.32
2024,6,2,32.12,27.83
2024,9,3,143.83,597.02
2022,11,4,614.63,533.61
2022,12,4,48.55,27.98
2024,9,3,312.49,388.07
2023,5,2,3881.8,2328.54
2024,4,2,48.41,46.65
2024,8,3,48.7,63.37
2022,7,3,42.18,42.18
2024,9,3,40.74,32.15
2024,7,3,142.46,742.07
2024,5,2,1295.08,109.54
2022,4,2,28.0,28.0
2022,4,2,1048.77,1890.83
2024,1,1,4962.46,6181.68
2024,4,2,247.22,47.11
2024,9,3,14546.23,15230.36
2024,9,3,368.91,3553.52
2022,12,4,4906.35,824.91
2023,9,3,26.69,30.82
2024,2,1,30.83,30.83
2022,11,4,3537.1,1872.69
2024,12,4,1302.33,1274.54
2024,5,2,354.21,351.78
2022,10,4,908.44,1028.52
2023,11,4,86.68,88.64
2023,11,4,317.58,398.76
2023,6,2,32.39,32.39
2023,2,1,35.48,27.98
2023,8,3,1305.35,1282.44
2024,9,3,483.54,834.49
2023,6,2,1236.19,80.7
2024,10,4,655.24,596.74
2024,11,4,1112.19,835.61
2024,2,1,372.02,266.5
2022,6,2,202.55,136.98
2023,8,3,26.69,28.04
2022,10,4,215.81,189.2
2022,4,2,55.22,48.73
2023,4,2,29.79,1628.46
2024,12,4,447.78,388.82
2024,6,2,186.94,202.05
2022,10,4,24.24,24.24
2023,4,2,49.9,47.09
2024,9,3,342.83,678.43
2024,2,1,53.61,39.17
2022,12,4,1970.88,2271.9
2024,12,4,36.4,36.44
2023,4,2,2000.53,1860.7
2024,6,2,1502.0,1133.33
2023,9,3,4070.7,4535.19
2024,9,3,16693.18,28993.11
2023,12,4,7483.19,7508.4
2022,11,4,54.35,65.61
2022,6,2,24.26,24.26
2024,2,1,39.14,26.7
2024,7,3,120.38,278.7
2022,10,4,948.2,988.38
2023,7,3,1398.41,1212.7
2022,8,3,82685.11,89861.54
2023,4,2,75.84,66.76
2024,10,4,36.61,36.4
2024,4,2,1975.77,2029.21
2023,3,1,2573.69,2577.29
2024,8,3,212.74,233.54
2023,12,4,1043.66,911.23
2023,7,3,269.09,258.11
2023,11,4,663.72,728.7
2022,6,2,31.74,30.3
2024,9,3,11088.91,18059.04
2024,3,1,116.65,93.12
2023,8,3,3984.09,4615.38
2024,6,2,2768.75,2492.72
2024,12,4,8796.91,7101.89
2023,7,3,4529.85,3487.17
2022,4,2,62.06,104.03
2022,8,3,24.24,24.24
2024,2,1,299.45,353.78
2023,1,1,55.22,48.71
2023,11,4,34.97,47.81
2024,12,4,71.02,63.44
2024,8,3,71.0,56.03
2023,4,2,56.35,51.84
2023,9,3,214.1,182.65
2023,7,3,32.39,32.39
2023,4,2,31.14,27.98
2023,9,3,30.83,30.83
2024,10,4,975.6,882.68
2022,7,3,48.71,48.71
2024,9,3,36.49,40.74
2024,7,3,425.67,368.7
2022,4,2,61.75,48.76
2023,2,1,61.75,48.71
2023,3,1,1641.88,1551.08
2023,4,2,32.39,26.75
2023,4,2,201.12,42.18
2022,4,2,28.1,28.15
2024,1,1,219.02,158.28
2024,12,4,1878.12,1620.55
2022,9,3,1168.67,1168.73
2023,12,4,26.79,26.69
2023,10,4,2339.21,2171.16
2024,8,3,62.4,55.81
2023,2,1,4837.68,5640.97
2022,10,4,48.71,48.73
2024,4,2,32.14,31.71
2023,10,4,20.13,19.76
2022,12,4,1369.72,1129.42
2022,7,3,6874.83,4946.27
2024,9,3,616.64,1023.37
2024,9,3,36.49,36.64
2024,2,1,67.99,46.46
2023,4,2,45.42,35.87
2023,8,3,86.57,109.18
2024,5,2,65.78,79.08
2024,8,3,263.1,262.62
2022,7,3,288.43,486.9
2023,1,1,1269.4,1851.04
2024,4,2,141.01,68.12
2024,3,1,832.68,1398.06
2023,7,3,3861.0,4207.55
2024,7,3,32.11,27.82
2024,10,4,90.62,179.41
2024,10,4,55.76,75.04
2023,6,2,56.35,56.35
2022,11,4,3255.47,2956.09
2022,9,3,24.24,24.26
2024,12,4,2396.48,1666.42
2024,3,1,61.07,46.46
2023,11,4,591.21,723.48
2024,9,3,140.71,158.79
2022,7,3,967.75,867.24
2023,5,2,430.2,340.6
2023,4,2,131.15,404.52
2022,11,4,192.46,163.46
2024,3,1,53.93,53.65
2024,3,1,69.87,46.49
2022,11,4,1048.33,504.51
2024,4,2,85.41,82.33
2024,10,4,56.08,48.51
2023,1,1,61.77,61.77
2022,5,2,24.24,27.98
2022,8,3,33548.33,34021.98
2023,9,3,67.99,60.8
2024,5,2,105.79,10451.52
2022,4,2,150.21,176.41
2022,12,4,55.26,61.77
2024,12,4,2064.09,2059.07
2023,5,2,134.53,133.89
2023,9,3,208.58,158.31
2023,4,2,1471.7,628.78
2023,11,4,1927.97,1533.83
2022,11,4,24.24,24.24
2024,9,3,2332.5,1320.0
2024,11,4,45.42,55.84
2023,4,2,64.06,6510.46
2024,8,3,2266.57,2262.29
2022,7,3,42.18,48.69
2022,8,3,42.18,43.23
2022,12,4,4274.29,6445.5
2022,4,2,27.98,24.24
2023,11,4,1796.69,2765.3
2024,9,3,7345.81,9781.54
2023,4,2,3152.02,2997.39
2023,7,3,2457.42,457.21
2022,9,3,1088.4,1008.44
2023,9,3,97.83,71.46
2024,11,4,27.82,27.82
2023,3,1,3457.47,3718.38
2022,5,2,867.38,646.75
2022,4,2,242.31,308.59
2022,9,3,24.24,24.24
2023,11,4,24778.01,27065.88
2022,11,4,215.89,255.35
2023,8,3,2689.56,3030.57
2023,6,2,10048.15,2376.06
2024,2,1,12549.2,10185.29
2024,1,1,67.96,53.96
2022,5,2,11893.86,7296.17
2024,12,4,142.78,130.97
2023,1,1,216.34,272.0
2023,11,4,353.97,378.32
2022,10,4,2315.43,2678.19
2022,4,2,27152.95,28923.44
2024,7,3,217.33,187.61
2024,6,2,483.73,447.28
2024,9,3,835.55,905.34
2024,9,3,49.49,49.48
2023,9,3,245.1,30.83
2022,12,4,74.99,176.23
2023,12,4,1833.37,1843.31
2022,9,3,4679.2,28.49
2024,1,1,943.28,3015.72
2024,1,1,39.11,53.53
2022,11,4,2032.68,280.1
2022,4,2,68.26,48.76
2023,8,3,822.54,621.03
2022,10,4,204.27,232.74
2023,10,4,350.53,371.52
2023,11,4,67.99,69.15
2022,10,4,39.2,93.64
2024,10,4,4472.18,3305.51
2022,7,3,24.24,24.24
2024,12,4,884.37,835.9
2024,8,3,55.88,27.82
2024,11,4,7451.34,14027.39
2024,9,3,32.11,32.15
2023,8,3,1176.4,1328.75
2024,11,4,2521.42,2406.64
2023,1,1,176.48,215.6
2024,4,2,3852.25,7954.51
2024,2,1,11615.22,9511.34
2022,6,2,1931.34,178.1
2023,7,3,86.58,97.86
2023,8,3,30.83,32.39
2022,6,2,470.93,43.26
2023,3,1,562.68,1631.05
2023,7,3,1796.16,4503.66
2023,2,1,28.0,28.0
2023,1,1,49.08,215.76
2024,1,1,2082.77,2281.63
2023,8,3,6349.57,7063.04
2023,12,4,43.25,43.25
2023,5,2,32.39,32.39
2024,5,2,143.89,339.37
2023,2,1,24.24,43.08
2023,6,2,13349.9,14739.62
2024,2,1,26.75,26.69
2023,6,2,32.39,32.39
2023,9,3,86.68,82.3
2023,7,3,41.17,45.43
2022,12,4,61.73,68.28
2022,7,3,28.0,24.24
2024,5,2,32.18,36.48
2023,9,3,30.83,30.83
2022,12,4,807.32,627.1
2023,3,1,60.33,68.28
2023,5,2,143.59,115.1
2022,5,2,338.06,305.07
2022,5,2,2532.6,908.85
2023,9,3,5727.31,17696.77
2024,8,3,6174.3,7307.19
2023,7,3,864.25,64.82
2024,2,1,173.29,182.49
2022,5,2,68.24,68.29
2024,5,2,126.24,62.39
2023,8,3,5922.07,6603.94
2022,11,4,203.32,606.84
2022,9,3,2092.08,2454.22
2023,9,3,75.14,60.8
2022,4,2,32572.99,7766.58
2024,12,4,4190.63,3349.31
2022,7,3,1028.1,1208.59
2023,11,4,34.97,35.63
2022,12,4,1430.83,4104.65
2024,9,3,55.92,55.92
2024,7,3,186.94,78.42
2024,9,3,8693.27,10180.76
2024,9,3,2058.85,2358.99
2023,12,4,3365.02,2524.63
2024,12,4,32.2,32.15
2022,5,2,463.4,428.82
2022,4,2,669.44,115.08
2022,8,3,3461.88,2459.6
2023,2,1,2595.5,2071.65
2023,12,4,1947.19,1744.34
2022,8,3,94.43,84.74
2022,11,4,4294.22,3417.98
2024,12,4,3678.07,2983.16
2024,2,1,151.15,194.05
2023,11,4,999.57,1072.26
2024,3,1,2431.97,4622.16
2022,8,3,4033.09,2695.06
2024,12,4,71.02,63.49
2023,4,2,36.72,30.7
2023,8,3,8830.11,4528.85
2024,1,1,136.24,114.85
2023,5,2,379.2,313.15
2024,6,2,949.13,742.31
2022,8,3,487.43,420.94
2024,3,1,2166.22,4991.22
2024,9,3,50.15,28.26
2023,9,3,82.32,69.32
2024,1,1,5376.81,2723.43
2024,2,1,50.33,141.64
2023,3,1,859.25,387.96
2023,7,3,3256.49,2908.5
2024,4,2,27.7,26.69
2024,10,4,27.94,27.94
2022,11,4,6984.58,3436.32
2024,9,3,27.86,27.82
2024,1,1,2215.32,3296.99
2022,11,4,54.31,48.57
2023,8,3,53.51,36.82
2023,10,4,76.65,67.97
2022,5,2,251.65,204.07
2023,4,2,640.35,607.88
2022,12,4,48.69,48.75
2022,7,3,93.81,116.44
2022,4,2,24.24,24.24
2022,10,4,2936.02,3116.56
2022,8,3,35.59,35.58
2022,5,2,807.69,908.69
2022,12,4,42.96,31.72
2022,4,2,31.82,35.65
2022,11,4,24.24,24.24
2024,6,2,44.99,49.29
2024,11,4,1920.27,1757.8
2023,9,3,8263.39,7328.23
2024,2,1,481.9,668.1
2024,12,4,233.31,63.38
2024,6,2,1847.52,1709.3
2022,9,3,5097.22,5049.37
2024,4,2,3711.35,3542.64
2022,11,4,1248.41,707.08
2022,9,3,24.45,24.24
2023,4,2,1563.22,150.71
2023,5,2,747.94,486.92
2024,8,3,445.45,463.63
2023,3,1,362.08,470.61
2024,8,3,826.05,916.55
2024,12,4,78.72,78.26
2023,1,1,2812.64,586.7
2024,8,3,9463.45,9665.33
2023,10,4,54.48,47.44
2024,5,2,40.75,40.75
2024,11,4,27.82,27.82
2024,3,1,204.09,192.73
2023,9,3,13584.03,4029.04
2023,4,2,678.53,687.95
2023,12,4,7117.24,6259.53
2023,6,2,131.85,131.86
2023,5,2,658.94,219.26
2024,9,3,64.1,63.38
2023,6,2,69.35,62.87
2024,7,3,36.43,36.49
2023,11,4,53.64,54.66
2024,11,4,1182.59,951.6
2022,5,2,587.78,1108.62
2022,7,3,321.51,242.07
2023,12,4,26.91,111.67
2023,10,4,489.88,390.78
2024,3,1,2771.47,2137.94
2024,6,2,682.76,11698.46
2024,2,1,103.93,114.68
2024,10,4,49.29,49.29
2023,11,4,21674.01,20195.96
2023,10,4,713.91,625.69
2023,12,4,53.64,53.64
2023,11,4,10523.65,9514.02
2024,7,3,186.95,63.54
2024,7,3,48.48,10231.32
2023,7,3,188.88,234.44
2023,2,1,242.04,486.94
2024,6,2,412.77,332.31
2022,10,4,27.98,24.24
2024,6,2,1569.69,1271.82
2024,5,2,79.58,3366.24
2023,10,4,27.23,34.97
2023,1,1,3281.52,3021.07
2022,12,4,176.67,242.02
2023,4,2,698.49,646.93
2022,8,3,2934.81,3498.7
2022,12,4,487.44,464.39
2024,9,3,1734.3,1662.76
2023,6,2,32.39,32.39
2024,10,4,55.87,55.87
2023,10,4,104.26,203.42
2023,6,2,56.35,56.35
2023,4,2,1213.27,860.24
2022,7,3,9841.53,8797.26
2024,11,4,27.82,27.82
2022,4,2,322.46,1088.46
2024,10,4,34.32,32.3
2023,10,4,11641.87,2878.36
2024,1,1,150.82,194.15
2024,12,4,3216.28,3235.76
2023,3,1,53.07,61.75
2023,3,1,30.25,27.98
2024,5,2,54.14,6578.22
2024,4,2,695.88,729.05
2023,1,1,29125.9,30166.65
2023,2,1,887.66,767.67
2024,7,3,27.82,27.82
2022,8,3,94.7,271.42
2023,4,2,2259.61,4317.37
2024,8,3,48.41,232.49
2024,7,3,2192.36,1409.75
2023,7,3,132.23,1281.47
2024,5,2,5632.24,6470.81
2024,5,2,27.82,49.29
2023,8,3,42.18,13.02
2023,10,4,27.4,35.01
2024,4,2,36.43,36.01
2022,10,4,437.39,272.54
2024,12,4,55.98,48.41
2023,10,4,256.36,535.8
2022,8,3,138.91,406.76
2023,3,1,2561.0,2433.44
2023,2,1,1931.95,1871.56
2024,7,3,2491.5,1616.75
2024,4,2,32.12,31.43
2022,7,3,718.3,776.4
2023,3,1,48.03,67.23
2022,6,2,24.24,24.24
2024,9,3,617.27,71.36
2024,3,1,1367.88,1087.91
2023,5,2,9336.94,8244.98
2023,4,2,63.76,176.3
2022,5,2,32.04,35.46
2023,10,4,396.55,427.11
2022,10,4,123.67,113.88
2023,12,4,39.06,34.94
2024,5,2,3389.35,1957.45
2023,12,4,43.28,39.13
2024,8,3,32.15,32.12
2023,10,4,87.21,86.55
2022,11,4,86.31,65.54
2024,7,3,70.85,85.78
2024,12,4,7642.41,8139.17
